embedding_source,run_name,n_neighbors,min_dist,random_state,standardized_before_umap,pre_reduction,metric,standardization_scope,umap_transform_mode,subset_name,material_id,family,split,formula,target_formation_energy_peratom,pretrained_prediction,absolute_error,error_group,umap1,umap2,embedding_npz_path,embedding_npz_key,embedding_row_index,embedding_dim,layer_name,module_path,filename,structure_path,source_manifest,n_atoms,is_oxide,is_nitride,is_oxynitride
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-50332,oxide,train,Na2CuO2,-1.21362,-1.20929217338562,0.0043278266143798,,7.179218769073486,9.009143829345703,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,0,256,readout,model.readout,POSCAR-JVASP-50332.vasp,data_shared/oxide/structures/POSCAR-JVASP-50332.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98167,oxide,train,FeH8Cl2O4,-0.93989,-0.9387165904045104,0.0011734095954895,,7.095383167266846,6.632178783416748,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,1,256,readout,model.readout,POSCAR-JVASP-98167.vasp,data_shared/oxide/structures/POSCAR-JVASP-98167.vasp,data_shared/oxide/manifests/pool.csv,30,True,False,False
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-1390,oxide,train,SrO,-3.02565,-3.030675172805786,0.0050251728057859,,8.763121604919434,11.753840446472168,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,2,256,readout,model.readout,POSCAR-JVASP-1390.vasp,data_shared/oxide/structures/POSCAR-JVASP-1390.vasp,data_shared/oxide/manifests/pool.csv,2,True,False,False
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-3534,oxide,train,BiClO,-1.39849,-1.4041643142700195,0.0056743142700195,,8.085262298583984,7.52895975112915,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,3,256,readout,model.readout,POSCAR-JVASP-3534.vasp,data_shared/oxide/structures/POSCAR-JVASP-3534.vasp,data_shared/oxide/manifests/pool.csv,6,True,False,False
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98354,oxide,train,Ba9Y2Si6O24,-3.27649,-3.282104730606079,0.0056147306060791,,11.019135475158691,10.905434608459473,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,4,256,readout,model.readout,POSCAR-JVASP-98354.vasp,data_shared/oxide/structures/POSCAR-JVASP-98354.vasp,data_shared/oxide/manifests/pool.csv,41,True,False,False
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-48232,oxide,train,LiMn7O12,-1.77785,-1.7785475254058838,0.0006975254058838,,9.610570907592773,6.476080417633057,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,5,256,readout,model.readout,POSCAR-JVASP-48232.vasp,data_shared/oxide/structures/POSCAR-JVASP-48232.vasp,data_shared/oxide/manifests/pool.csv,20,True,False,False
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-50396,oxide,train,Zr2Bi2O7,-2.59193,-2.598966121673584,0.0070361216735839,,8.75070571899414,8.166961669921875,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,6,256,readout,model.readout,POSCAR-JVASP-50396.vasp,data_shared/oxide/structures/POSCAR-JVASP-50396.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-88825,oxide,train,RbHSeO4,-1.14237,-1.135316252708435,0.007053747291565,,11.648292541503906,9.253544807434082,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,7,256,readout,model.readout,POSCAR-JVASP-88825.vasp,data_shared/oxide/structures/POSCAR-JVASP-88825.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-97500,oxide,train,CoIN2O2,-0.19644,-0.195088654756546,0.0013513452434539,,4.74569034576416,7.424489498138428,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,8,256,readout,model.readout,POSCAR-JVASP-97500.vasp,data_shared/oxide/structures/POSCAR-JVASP-97500.vasp,data_shared/oxide/manifests/pool.csv,24,True,False,True
pre_head,balanced_pool_transform_fixed_test_nitride,15,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-49949,oxide,train,Ce2Nd2O7,-3.58436,-3.5627799034118652,0.0215800965881349,,9.130051612854004,11.812552452087402,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,pre_head,9,256,readout,model.readout,POSCAR-JVASP-49949.vasp,data_shared/oxide/structures/POSCAR-JVASP-49949.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
